post_id	post_content	post_accessibility_content	post_hashtags	post_user_tags	post_like_count	post_comment_count	post_date	post_is_video	post_is_ad
B7ugOvonulM	*Happy Chinese New Year 🧧*. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. 🧧🍊🧨 everyone! 💛💛💛. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Have a lovely time with your loved ones this Lunar New Year with best wishes of health, prosperity, knowledge, and kindness.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. A big shout out and thank you to @gwenstellamade for gifting me with remnant fabric from her sewing adventures, that I’ve turned into unpaper towels/cloth wipes for CNY.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. These unpaper towels in the floral print are a perfect welcome to Spring (the Chinese New Year is known as the Spring festival). They’re made from printed flannel (the same material that #marleysmonsters unpaper towels are made from).. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Have an awesome long weekend with your family and friends ❤️❤️❤️. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. #unpapertowels #unpapertowel #miniunpapertowels #reusablecloths #reusablewipes #reusables #reusable #cloth #cloths #zerowaste #zerowastesg #zerowastesingapore #zerowasteliving #zerowastemovement #zerowastejourney #zerowastelife #zerowastekitchen #zerowasteswaps #zerowasteinspo #saynotosingleuse #saynotodisposables #flatlay #happylunarnewyear #sgmaker #singaporeexpats #sgexpats #expatsg #expatsingapore #singaporeexpatwives		#marleysmonsters | #unpapertowels | #unpapertowel | #miniunpapertowels | #reusablecloths | #reusablewipes | #reusables | #reusable | #cloth | #cloths | #zerowaste | #zerowastesg | #zerowastesingapore | #zerowasteliving | #zerowastemovement | #zerowastejourney | #zerowastelife | #zerowastekitchen | #zerowasteswaps | #zerowasteinspo | #saynotosingleuse | #saynotodisposables | #flatlay | #happylunarnewyear | #sgmaker | #singaporeexpats | #sgexpats | #expatsg | #expatsingapore | #singaporeexpatwives	@gwenstellamade	60	10	2020-01-25 10:55:12	False	False
B7pxg-cHP7e	*Studio makeover and tidy up*. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Just before I left in December, I re-did the layout of my studio. I say studio like it’s an actual studio but it’s a space carved out at home where creative magic happens, that sometimes spills over to the rest of the house 😂😂😂 It got really messy and it was time to do something about it.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. I woke up at 5 a.m. this morning – jetlag urgh 😖 – and did more laundry 🧺 , put away things from my trip 🧳 , and continued clearing the studio. I had so many remnant fabric pieces haphazardly stashed in piles, not organised in any way and cluttering up my desk, cutting area and sewing space; it needed a tidy up!. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. So this morning, I sewed to get my remnant fabric under control and here are some completed facial cotton pads That replace disposable cotton pads or cotton wool. The rubber duckies 🐣 print was much loved and I only have scraps left that I’m pleased to be able to salvage and turn into reusable facial cotton pads.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Simply use with your make up remover or toner. Another fun zero waste replacement that’s really easy to implement!. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. The Studio’s almost ready now! I’m so excited. A little admin work tonight, and tomorrow I start on your orders! More pics to come!. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. #zerowaste #zerowastesg #zerowastesingapore #zerowastejourney #zerowastebathroom #zerowastemovement #zerowastelife #zerowastelifestyle #zerowastehacks #zerowastealternatives #zerowastetravel #facialrounds #cottonfacepads #reusables #saynotosingleuse #stylemepretty #makermovement #flatlay #eco #zerowasteinspo #zakka #cordtidy #shopsg #shoplocal #sgmaker #singaporeexpats #sgexpats #expatsg #expatsingapore #singaporeexpatwives		#zerowaste | #zerowastesg | #zerowastesingapore | #zerowastejourney | #zerowastebathroom | #zerowastemovement | #zerowastelife | #zerowastelifestyle | #zerowastehacks | #zerowastealternatives | #zerowastetravel | #facialrounds | #cottonfacepads | #reusables | #saynotosingleuse | #stylemepretty | #makermovement | #flatlay | #eco | #zerowasteinspo | #zakka | #cordtidy | #shopsg | #shoplocal | #sgmaker | #singaporeexpats | #sgexpats | #expatsg | #expatsingapore | #singaporeexpatwives		61	0	2020-01-23 14:50:02	False	False
B7ifSRtlXmR	| @simplywrapps | #meatlessMonday.. Rocking Veggies everyday with a spot of Falafel (chickpea ball) this time ... I hope it's not boring any of you.. Got a #byo takeout from Simply Wrapps, and added some leftover greens from home 🥦🍅🥑 #dontwastefood.. And yes, I've got a habit of sometimes eating my salad with my #byo chopsticks - feel I'm more efficient that way at picking my greens while multi-tasking 🤣 .. .. .. ✅ Saved: 1 plastic tub, lid, cutlery and carrier.. .. #byo #lunchbox #ecolunchbox #reusablelunchbox #byokit #bringyourownkit #bringyourown #ibringmyownsg #byosingapore #reusable #reusables #reusablecontainer #ecolife #ecofriendly #ecolifestyle #whatsinmybag #saynotosingleuseplastic #reduceplastic #plasticfree #foodshare #realfood #devourpower #eatingfortheinsta #tastingtable #salad #salads. .. .		#meatlessMonday | #byo | #dontwastefood | #byo | #byo | #lunchbox | #ecolunchbox | #reusablelunchbox | #byokit | #bringyourownkit | #bringyourown | #ibringmyownsg | #byosingapore | #reusable | #reusables | #reusablecontainer | #ecolife | #ecofriendly | #ecolifestyle | #whatsinmybag | #saynotosingleuseplastic | #reduceplastic | #plasticfree | #foodshare | #realfood | #devourpower | #eatingfortheinsta | #tastingtable | #salad | #salads	@simplywrapps	32	0	2020-01-20 18:56:03	False	False
B7XZLWIle4i	| #breadwithoutbags |. It's been a long while since I posted one.. .. .. ✅ Saved: 1 plastic bag. .. #byo #byokit #bringyourown #ibringmyownsg #bringyourownkit #byobag #byobsg #byosingapore . #reusable #reusables #whatsinmybag #ecolife #ecofriendly #ecolifestyle #reduceplastic #zeroplastic #plasticfree #nosingleuse #saynotosingleuseplastic #reduceplastic #nodisposables #stasherbag #breadbag #breadwithoutbags #projectbecome.. .. .		#breadwithoutbags | #byo | #byokit | #bringyourown | #ibringmyownsg | #bringyourownkit | #byobag | #byobsg | #byosingapore | #reusable | #reusables | #whatsinmybag | #ecolife | #ecofriendly | #ecolifestyle | #reduceplastic | #zeroplastic | #plasticfree | #nosingleuse | #saynotosingleuseplastic | #reduceplastic | #nodisposables | #stasherbag | #breadbag | #breadwithoutbags | #projectbecome		35	0	2020-01-16 11:31:02	False	False
B7TfYnblcC_	The men are not left out! We’ve created a solid black reusable sandwich bag with a compartment for napkin just for them! This will be available for pre-order once we get them uploaded onto our purchasing platforms! .. .. .. #reuse #reusable #reusables #reusablesandwichbag #reusablesnackbag #reusereducerecycle #savetheplanet #savetheearth #savesingapore		#reuse | #reusable | #reusables | #reusablesandwichbag | #reusablesnackbag | #reusereducerecycle | #savetheplanet | #savetheearth | #savesingapore		9	0	2020-01-14 23:08:19	False	False
B7NGK7wns7Y	*System change, not climate change 🙏💔🌏*. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. So I was in Charleston walking around, happy that I was using my reusable cup, proudly carrying it from my coffee cup! People commented on the cup and strap, and noticed  we used our own stainless steel containers and bamboo cutlery at breakfast. Don’t get me wrong , it’s great and I will continue using reusables wherever I can. But it’s not enough.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Today I went to on an old cotton plantation tour; a plantation that flourished on the backs of enslaved people. People were exploited for the production of xxx (name your crop). And our guide today said – I paraphrase, “Look at the clothes your wearing, think about how you got here, even your phones... do you think that anything could be free from the exploitation or some resource?”. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. That was hard. I mean... unless I live completely off the grid, farm permaculture... How do I leave a carbon neutral footprint? I’ve always been fascinated by what I know now is macro economics; I wish I had done more studies in this field.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. @gretathunberg said we need system change, and I wish I had a brain big enough to see an answer. But for now I’ll try. I’ll try to minimise my single-use, I’ll try to not impulse buy things, I’ll try to help wherever I can (workshop soon for Australia’s affected animals, please support!), and I’ll try to be more grateful for all the privileges I’ve been afforded 💛 Thank you for being on this journey with me.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Btw, the 2nd pic shows how I store my cup and strap 🤗. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. #bringyourown #reusables #reusablecoffeecup #coffee #keepcup #reusablecup #coffeecupstrap #coffeecupcarrier #coffeecupholder #zerowastecoffee #zerowasteonthego #zerowaste #zerowastesingapore #zerowastesg #saynotosingleuse #saynotodisposables #reusable #saynotodisposables #zerowasteinspo #zerowasteshop #consciouschoices #butfirstcoffee #zerowastemaker #coffeecupholder #eco #coffeetogo @stojo #stojo #tinkerboxinthewild #systemchangenotclimatechange  #systemchange		#bringyourown | #reusables | #reusablecoffeecup | #coffee | #keepcup | #reusablecup | #coffeecupstrap | #coffeecupcarrier | #coffeecupholder | #zerowastecoffee | #zerowasteonthego | #zerowaste | #zerowastesingapore | #zerowastesg | #saynotosingleuse | #saynotodisposables | #reusable | #saynotodisposables | #zerowasteinspo | #zerowasteshop | #consciouschoices | #butfirstcoffee | #zerowastemaker | #coffeecupholder | #eco | #coffeetogo | #stojo | #tinkerboxinthewild | #systemchangenotclimatechange | #systemchange	@gretathunberg | @stojo	54	5	2020-01-12 11:32:33	False	False
B7FLn-On13K	*Choosing sustainability is a privilege*. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. I know I’m privileged – as I type this, I’m on a clean bed in Wilmington, North Carolina on vacation to visit family and friends; I’ve a pretty nice smart phone that lets me take and edit great pictures, WiFi and data, and headspace to plan what I can do (financially and in service) to help with the Australian bushfire crisis. This is privilege.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Privilege means having the resources to invest in something upfront for the future; we don’t even have to think about it, it’s given.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. I was first acquainted with the idea of privilege when I read a case study about how people buy laundry detergent in sachets, which work out to be waaaay more expensive than buying a box or bottle. The big manufacturers make more money per unit from those little sachets than they do a big bottle 😡😤. People with limited income need this and can’t afford to go without for the length of time needed to save up it. I know another family who (back then) had rented their TV at £50/month for years; I couldn’t understand why they didn’t just buy a TV for £250 but I guess present need was prioritised.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Having a reusable coffee cup is a privilege; that my home has four is privilege. You reading this is privilege. I’m trying not to take what I have for granted even though there will always be others who have more. If hadn’t been born into a life with some privilege, I wouldn’t be in a position to make a difference.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Choose wisely. Reuse as much as you can. Be bold. Be kind. Help wherever possible 🥰. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. #bringyourown #reusables #reusablecoffeecup #coffee #keepcup #reusablecup #coffeecupstrap #coffeecupcarrier #coffeecupholder #zerowastecoffee #zerowasteonthego #zerowaste #zerowastesingapore #zerowastesg #saynotosingleuse #saynotodisposables #reusable #saynotodisposables #zerowasteinspo #zerowasteshop #igsg #consciouschoices #butfirstcoffee #zerowastemaker #coffeecupholder #eco #coffeetogo @stojo #stojo @keepcup #systemchangenotclimatechange #shopeco		#bringyourown | #reusables | #reusablecoffeecup | #coffee | #keepcup | #reusablecup | #coffeecupstrap | #coffeecupcarrier | #coffeecupholder | #zerowastecoffee | #zerowasteonthego | #zerowaste | #zerowastesingapore | #zerowastesg | #saynotosingleuse | #saynotodisposables | #reusable | #saynotodisposables | #zerowasteinspo | #zerowasteshop | #igsg | #consciouschoices | #butfirstcoffee | #zerowastemaker | #coffeecupholder | #eco | #coffeetogo | #stojo | #systemchangenotclimatechange | #shopeco	@stojo | @keepcup	67	4	2020-01-09 09:46:17	False	False
B7DPfLfF3so	We’re designing a reusable sandwich/snack pouch with a compartment at the back to place your little napkin! Check back in for finished look!. .. .. .. .. #reusables #reusable #reusablesandwichbag #reusablesandwichpouch #reusablesnackbag #reusablesnackpouch #savetheearth #savetheplanet #ecobuzzsg #newproduct #handcrafted #handcraftedproduct #handcraftedinsingapore #madeinsingapore #supportlocalbusiness #supportlocalcompanies #supportsmallbusiness #supportsmallcompanies		#reusables | #reusable | #reusablesandwichbag | #reusablesandwichpouch | #reusablesnackbag | #reusablesnackpouch | #savetheearth | #savetheplanet | #ecobuzzsg | #newproduct | #handcrafted | #handcraftedproduct | #handcraftedinsingapore | #madeinsingapore | #supportlocalbusiness | #supportlocalcompanies | #supportsmallbusiness | #supportsmallcompanies		8	0	2020-01-08 15:41:33	False	False
B62A31jFOCo	| thai food |. Making light work of post-new year eats with a Thai Mango Salad and Tom Yum Soup takeout in my #byo containers.. .. .. ✅ Saved: 2 plastic containers, cutlery & carrier. .. #byo #lunchbox #ecolunchbox #reusablelunchbox #byokit #bringyourownkit #bringyourown #ibringmyownsg #byosingapore #reusable #reusables #reusablecontainer #ecolife #ecofriendly #ecolifestyle #saynotosingleuseplastic #reduceplastic #plasticfree #nosingleuse #nodisposables #whatsinmybag #foodshare #realfood #devourpower #eatingfortheinsta #tastingtable #foodiesofinstagram #salad.. .		#byo | #byo | #lunchbox | #ecolunchbox | #reusablelunchbox | #byokit | #bringyourownkit | #bringyourown | #ibringmyownsg | #byosingapore | #reusable | #reusables | #reusablecontainer | #ecolife | #ecofriendly | #ecolifestyle | #saynotosingleuseplastic | #reduceplastic | #plasticfree | #nosingleuse | #nodisposables | #whatsinmybag | #foodshare | #realfood | #devourpower | #eatingfortheinsta | #tastingtable | #foodiesofinstagram | #salad		43	3	2020-01-03 12:23:43	False	False
B7AG0nAn0OB	*The start of a 10-day stretch with no laundry 🧺 facilities 😖*. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. We left Washington DC (and any private laundry facilities) today and for the next 9/10 days, are on the road – Virginia, North Carolina, South Carolina, Georgia. We are back in NYC for a day then spend the last four days with family (hello again laundry).. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. This happens to coincide with my period starting today 😫 I’m really glad I decided to take my entire stash of liners and pads with me when I was packing (I forgot to pack PJs 🙄). The last time I travelled on my period, I stayed in one hotel; this trip I’m staying 1 or 2 nights in each area. I’ll be able to share my experience with washing pads while on the road! Stay tuned in stories (I’ll save these as a separate highlight for easy reference) 🤗🤗🤗. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. #reusablepads #reusables #clothpads #pads #rumps #reusablepantyliners #pantyliner #reusablemenstrualproducts #pad #ecofriendlypads #zerowasteliving #zerowastesingapore #zerowastesg #zerowastemovement #zerowastelife #zerowasteperiod #zerowastelifestyle #zerowastejourney #zerowastetravel #zerowasteonthego #reusable #saynotosingleuse #saynotosingleuse #saynotodisposables #zerowasteinspo  #singaporeexpats #sgexpats #expatsingapore #singaporeexpatwives #flatlay		#reusablepads | #reusables | #clothpads | #pads | #rumps | #reusablepantyliners | #pantyliner | #reusablemenstrualproducts | #pad | #ecofriendlypads | #zerowasteliving | #zerowastesingapore | #zerowastesg | #zerowastemovement | #zerowastelife | #zerowasteperiod | #zerowastelifestyle | #zerowastejourney | #zerowastetravel | #zerowasteonthego | #reusable | #saynotosingleuse | #saynotosingleuse | #saynotodisposables | #zerowasteinspo | #singaporeexpats | #sgexpats | #expatsingapore | #singaporeexpatwives | #flatlay		47	4	2020-01-07 10:28:07	False	False
B60VRFAlIST	| healthy |. Kicking off Day 2 of 2020 with a deli salad of roasted veggies, mushrooms, sundried tomatoes, feta cheese and mesclun greens. Today's takeout in my #byo #lunchbox - first post of the year ! 🥢. .. .. ✅ Saved: 1 plastic container & cutlery. .. #byo #lunchbox #ecolunchbox #reusablelunchbox #byokit #bringyourownkit #bringyourown #ibringmyownsg #byosingapore #reusable #reusables #reusablecontainer #ecolife #ecofriendly #ecolifestyle #whatsinmybag #saynotosingleuseplastic #reduceplastic #plasticfree #nosingleuse #nodisposables #foodshare #realfood #devourpower #eatingfortheinsta #tastingtable #salad #foodiesofinstagram. .. .		#byo | #lunchbox | #byo | #lunchbox | #ecolunchbox | #reusablelunchbox | #byokit | #bringyourownkit | #bringyourown | #ibringmyownsg | #byosingapore | #reusable | #reusables | #reusablecontainer | #ecolife | #ecofriendly | #ecolifestyle | #whatsinmybag | #saynotosingleuseplastic | #reduceplastic | #plasticfree | #nosingleuse | #nodisposables | #foodshare | #realfood | #devourpower | #eatingfortheinsta | #tastingtable | #salad | #foodiesofinstagram		31	0	2020-01-02 20:43:27	False	False
B6zvsfAH7Xz	☆ New year, new cup ☆  Ang Ang for good luck! . Talking about using reusables, last year, we started a recycling bin in our house, and we've continue to sustain the habit of putting the recyclable materials back into the big blue bin at the void deck. Little Foot checks in whenever she wants to toss something, so that it goes into the right bin. I thank her preschool teachers for 2 years of #savetheearth projects and discussions on being earth-friendly. . 2020, we will continue to tweak our lifestyle to be more environmentally friendly - reuse, reduce, recycle, a little footprint at a time. . #alittlefootprint #firstdayof2020 #startingtheyearright #reusereducerecycle #reusables #stojo #starbucks #lymia #adashofred #sunnies #staypositive #singapore		#savetheearth | #alittlefootprint | #firstdayof2020 | #startingtheyearright | #reusereducerecycle | #reusables | #stojo | #starbucks | #lymia | #adashofred | #sunnies | #staypositive | #singapore		24	9	2020-01-02 15:15:08	False	False
B6zk5eTHbVs	*Volcano mocha – mocha with chilli 🌶 – on a cold winter’s day*. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Far from having done any statistically significant research, the coffee scene in Philly brings some interesting flavour profiles that I haven’t seen (much of or at all) in other cities. My favourites are raspberry mocha and chilli 🌶 mocha 👌👍😋. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. We went to the Italian Market yesterday and a must-visit whenever I’m there is @fantes9thstreet, a cook shop that sells baking and cooking periphernalia. I spent 30 seconds in the coffee section before realising they had a little coffee shop section with a barista and proper coffee 🤗 It was freezing so I got the Volcano – a mocha with chilli 🌶. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. I got my @stojo out and struck up a conversation with the barista about why I bring my own. I haven’t seen many (or any) reusable coffee cups in NYC or Philly; everyone carries single use paper cups. It’s slightly disheartening but I chug on. Maybe people aren’t aware yet and putting coffee in my reusable coffee cup is moving the needle of awareness along that little bit. I’ve also started conversations with friends and family through buying food from the market in my food container, snacks (in my snack baggie), and washing my bamboo cutlery after use (and them bring curious about my cutlery pouch).. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. I’m headed to Baltimore tomorrow enroute to Washington DC and I’d love a raspberry mocha from @luckygoatphilly; I couldn’t leave Philly without one and I’m thinking about getting two 8oz coffees in my 16oz cup!. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Meanwhile, here’re pics of Philly 🤗💛🙃. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. #bringyourown #reusables #reusablecoffeecup #coffee #keepcup #reusablecup #coffeecupstrap #coffeecupcarrier #coffeecupholder #zerowastecoffee #zerowasteonthego #zerowaste #zerowastesingapore #zerowastesg #saynotosingleuse #saynotodisposables #reusable #saynotodisposables #zerowasteinspo #zerowasteshop #consciouschoices #butfirstcoffee #zerowastemaker #coffeecupholder #eco #coffeetogo @stojo #stojo @italianmarketphilly #italianmarketphilly #keepcup #tinkerboxinthewild		#bringyourown | #reusables | #reusablecoffeecup | #coffee | #keepcup | #reusablecup | #coffeecupstrap | #coffeecupcarrier | #coffeecupholder | #zerowastecoffee | #zerowasteonthego | #zerowaste | #zerowastesingapore | #zerowastesg | #saynotosingleuse | #saynotodisposables | #reusable | #saynotodisposables | #zerowasteinspo | #zerowasteshop | #consciouschoices | #butfirstcoffee | #zerowastemaker | #coffeecupholder | #eco | #coffeetogo | #stojo | #italianmarketphilly | #keepcup | #tinkerboxinthewild	@fantes9thstreet | @stojo | @luckygoatphilly | @stojo | @italianmarketphilly	69	0	2020-01-02 13:40:48	False	False
B6u33A7lyV-	| 2019 / 2020 |. A latergram of 'Lei Cha' or Hakka Thunder Tea Rice - our go-to #meatlessMonday takeout.. Ending the year and what has been an eventful decade with many highs and probably more lows. Still, I'm going to miss it cos' I was all the better for it.. Counting my blessings and so grateful for the meaningful experiences and wonderful moments that came my way. Let's hope the world will be a safer and better place for everyone, with pops of colour, happiness and cheer in 2020 and beyond🥢. .. .. ✅ Saved: 2 plastic containers, cutlery and carrier. .. #byo #lunchbox #bringyourownlunchbox #ecolunchbox #reusablelunchbox #byokit #bringyourownkit #bringyourown #ibringmyownsg #byosingapore #reusable #reusables #reusablecontainer #ecolife #ecofriendly #ecolifestyle #whatsinmybag #reduceplastic #plasticfree #saynotosingleuseplastic #nosingleuse #nodisposables #foodshare #realfood #devourpower #foodiesofinstagram #tastingtable. .		#meatlessMonday | #byo | #lunchbox | #bringyourownlunchbox | #ecolunchbox | #reusablelunchbox | #byokit | #bringyourownkit | #bringyourown | #ibringmyownsg | #byosingapore | #reusable | #reusables | #reusablecontainer | #ecolife | #ecofriendly | #ecolifestyle | #whatsinmybag | #reduceplastic | #plasticfree | #saynotosingleuseplastic | #nosingleuse | #nodisposables | #foodshare | #realfood | #devourpower | #foodiesofinstagram | #tastingtable		23	0	2019-12-31 17:50:17	False	False
B6pIyC2lG4k	| #homecooked |. When all you need is a simple Chicken Curry with Sambal Kangkong and jasmine rice. Yummy #tiffin lunch from home on the last Friday of 2019 🥢. .. .. #byo #lunchbox #bringyourownlunchbox #ecolunchbox #reusablelunchbox #byokit #bringyourownkit #bringyourown #ibringmyownsg #byosingapore #reusable #reusables #reusablecontainer #ecolife #ecofriendly #ecolifestyle #whatsinmybag #reduceplastic #plasticfree #saynotosingleuseplastic #nosingleuse #nodisposables #foodshare #realfood #devourpower #foodiesofinstagram #tastingtable #chickencurry. .. .. .		#homecooked | #tiffin | #byo | #lunchbox | #bringyourownlunchbox | #ecolunchbox | #reusablelunchbox | #byokit | #bringyourownkit | #bringyourown | #ibringmyownsg | #byosingapore | #reusable | #reusables | #reusablecontainer | #ecolife | #ecofriendly | #ecolifestyle | #whatsinmybag | #reduceplastic | #plasticfree | #saynotosingleuseplastic | #nosingleuse | #nodisposables | #foodshare | #realfood | #devourpower | #foodiesofinstagram | #tastingtable | #chickencurry		31	0	2019-12-29 12:22:42	False	False
B6o_RE7BSYJ	[Low waste bathroom: Part 1] .. . The bathroom was the first place we made numerous swaps for sustainable alternatives when we started our journey towards creating less waste in our home. It was easier and less stressful. .. . We also designed the bathroom to make it easier for our kids to independently reach their shower essentials including the position of the shower head. .. . From left to right are: a soap bag from @thesustainabilityproject_ to store bits of soap and use it every week to exfoliate; feminine wash (only thing in plastic but I don’t mind! I’m going to use the same bottle for refills soon!); refillable shampoo and conditioner from @unpackt.sg ; my absolute favourite shampoo and conditioner bar from @solidskincareco (I’ve tried about 6-7 brands but this is the best in my opinion! More on that in a separate post); soap bars from @soapammasoaps (I also have other palm-oil free ones from @scoopwholefoods_sg) and. .. . The best part about using soap bars vs their liquid counterparts is that they last for longer, are package free (mostly!) and don’t have much carbon emissions when being shipped to the store when compared to large bottles of liquid solutions. .. . A good tip to keeping your soap bars from dying out soon is to use soap dishes with good drainage and ensuring they’re dry after use.			@thesustainabilityproject_ | @unpackt.sg | @solidskincareco | @soapammasoaps | @scoopwholefoods_sg	63	7	2019-12-29 10:59:34	False	False
B6idDmGnZou	*Coffee so far*. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Tonight’s our last night in the city 🗽and before we head to stay with family for the next week or so. I haven’t bought coffee to go in my reusable coffee cup so far, because a pit stop in a warm coffee ☕️ shop is a welcome respite from the cold (it’s about 6°C here now) and independent coffee shops seem to want to serve coffee in reusables as opposed to the paper cups of the big chains like @Starbucks or @dunkin donuts. Where we have been using our coffee cups is *in the hotel* 😲 as the Sheraton @fourpoints only provides disposable cups.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. I’m really glad I added dish soap and a scrubbie to my packing list so I can keep my water bottle and coffee cup clean! For those of your who were interested in testing out my scrubbie, I haven’t forgotten! I ran out of time before departure to make them but I will when I’m back and I will send them to you.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. These two straps were my last order to go out before I left and they’re orders for @vanthewee. I’m so glad you got them before/on Christmas 🎄 Day!. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Happy Holidays and here’s to a fantastic end to 2019n 🤗💛🎉. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. #bringyourown #reusables #reusablecoffeecup #coffee #keepcup #reusablecup #coffeecupstrap #coffeecupcarrier #coffeecupholder #zerowastecoffee #zerowasteonthego #zerowaste #zerowastesingapore #zerowastesg #saynotosingleuse #saynotodisposables #reusable #saynotodisposables #zerowasteinspo #zerowasteshop #igsg #consciouschoices #butfirstcoffee #zerowastemaker #makermovement #coffeecupholder #eco #coffeetogo @stojo #stojo @keepcup		#bringyourown | #reusables | #reusablecoffeecup | #coffee | #keepcup | #reusablecup | #coffeecupstrap | #coffeecupcarrier | #coffeecupholder | #zerowastecoffee | #zerowasteonthego | #zerowaste | #zerowastesingapore | #zerowastesg | #saynotosingleuse | #saynotodisposables | #reusable | #saynotodisposables | #zerowasteinspo | #zerowasteshop | #igsg | #consciouschoices | #butfirstcoffee | #zerowastemaker | #makermovement | #coffeecupholder | #eco | #coffeetogo | #stojo	@Starbucks | @dunkin | @fourpoints | @vanthewee | @stojo | @keepcup	73	11	2019-12-26 22:05:11	False	False
B6hb0wyFoyq	| boxing day | red & green #salad.. Post-Christmas 🎁 loots and eats. A simple Rose Apple for munching, and an Argula & Olive Salad with Cherry Toms served with a balsamic sesame vinaigrette on the side. A light lunch-from-home in the pot trio to nullify the Christmas feasting.. .. .. #byo #lunchbox #byokit #bringyourownkit #bringyourown #ibringmyownsg #byosingapore #reusable #reusables #reusablecontainer #ecolife #ecofriendly #ecolifestyle #whatsinmybag #saynotosingleuseplastic #reduceplastic #plasticfree #nosingleuse #nodisposables #foodshare #realfood #devourpower #eatingfortheinsta #tastingtable #salad #salads #foodiesofinstagram. .. .		#salad | #byo | #lunchbox | #byokit | #bringyourownkit | #bringyourown | #ibringmyownsg | #byosingapore | #reusable | #reusables | #reusablecontainer | #ecolife | #ecofriendly | #ecolifestyle | #whatsinmybag | #saynotosingleuseplastic | #reduceplastic | #plasticfree | #nosingleuse | #nodisposables | #foodshare | #realfood | #devourpower | #eatingfortheinsta | #tastingtable | #salad | #salads | #foodiesofinstagram		34	3	2019-12-26 12:35:11	False	False
B6f6gGclFYF	We’re working on a new batch of cutlery bag! How cute!! 🤗. .. .. .. #reusables #reusablecutlerypouch #reusablecutlerybag #ecobuzzsg #reusereducerecycle #savetheearth #savetheplanet #savesingapore		#reusables | #reusablecutlerypouch | #reusablecutlerybag | #ecobuzzsg | #reusereducerecycle | #savetheearth | #savetheplanet | #savesingapore		9	1	2019-12-25 22:24:45	False	False
B6dgtwzAF6L	ᴍᴇʀʀʏ ᴄʜʀɪꜱᴛᴍᴀꜱ 🎄⁠. ⁠. May your day be filled with lots of love and warmth! ⁠. ⁠. xo,⁠. hannahpad Singapore⁠. ⁠. ❤️️💛💚⁠. www.hannahpad.sg⁠. Healthy You, Happy Planet 🌱⁠. Worldwide shipping 🌏				15	2	2019-12-25 00:00:57	False	False
B6dgfsxl9iF	ᴍᴇʀʀʏ ᴄʜʀɪꜱᴛᴍᴀꜱ 🎄⁠. ⁠. May your day be filled with lots of love and warmth! ⁠. ⁠. xo,⁠. hannahpad Singapore⁠. ⁠. ❤️️💛💚⁠. www.hannahpad.sg⁠. Healthy You, Happy Planet 🌱⁠. Worldwide shipping 🌏				6	1	2019-12-24 23:59:02	False	False
B6dgY9kg6SY	ᴍᴇʀʀʏ ᴄʜʀɪꜱᴛᴍᴀꜱ 🎄⁠. ⁠. May your day be filled with lots of love and warmth! ⁠. ⁠. xo,⁠. hannahpad Singapore⁠. ⁠. ❤️️💛💚⁠. www.hannahpad.sg⁠. Healthy You, Happy Planet 🌱⁠. Worldwide shipping 🌏				11	1	2019-12-24 23:58:07	False	False
