group_id	group_url_name	group_past_event_count	group_draft_event_count	event_id	event_name	event_status	event_created_date	event_date	event_waitlist_count	event_rsvp_count	event_attendance_count	event_comment_count	event_venue	event_address	event_venue_city	event_venue_country	event_description
19728855	Singapore-Sustainability-Meet-Up	37	0	253367761	Sustainable Singapore! (...?...)	past	2018-08-01 15:55:44	2018-08-15 18:45:00	0	5	5	0	NTUC Centre (Room 901, Level 9)	One, Marina Boulevard	Singapore 018989	Singapore	National Day for Singaporeans is just around the corner. As we get ready to take pride in our accomplishments as a nation, we must also ask ourselves: is nationalism compatible with global sustainability? And if yes, what role can Singapura play on the global stage, on the path to a sustainable future?. . Fabulous and healthy dinner prepared by Lili our resident Romanian wonder-chef.. . Non-member fee: $10 to cover food costs.. . Register your attendance at:. https://www.eventbrite.com/e/singapores-role-in-global-sustainability-tickets-45401120975?ref=eios&aff=eios
19728855	Singapore-Sustainability-Meet-Up	37	0	251607019	Leveraging disruption in a digital economy 	past	2018-06-10 14:39:10	2018-06-30 09:00:00	0	1	1	0	The Hollandse Club	22 Camden Park, 299814	Singapore	Singapore	An experiential Programme by author Lalit Jagtiani ('When Change Happens'), that will equip you with new thinking and skills to understand and leverage the current and future disruptions in the new economy.. . This is a full day Programme and is brought to you by the Society for Organisational Learning (SoL), Singapore.. . This Programme will benefit senior executives but also consultants, coaches and anyone who must themselves, or help others to, navigate the uncertainty of our rapidly changing economy and society.. . Price: $499. Early Bird Discount of 25% by 20 June 2018. Lunch and tea snacks are included.. . Please see www.solsingapore.org to register.
19728855	Singapore-Sustainability-Meet-Up	37	0	251121179	Eco-tourism:  Is it a misnomer? 	past	2018-05-26 13:58:11	2018-06-20 18:45:00	0	3	3	0					June is a time for many to book a flight out of Singapore. A recent study however has fingered tourism as being responsible for 8% of the world's greenhouse emissions. Is there a way for us to enjoy a holiday while actually contributing to the protection of the environment and local cultures, even as we get inspired to do more for Mother Earth?. . Join us at Mother Earth Toastmasters Club as we speak about 'Eco-tourism'. If you're up for it, you can even do an impromptu speech to share your eco holiday experience.. . Mother Earth Toastmasters Club is a friendly community that strives to develop communication and public speaking skills on issues relating to sustainability, so that we may speak for Mother Earth.. . Please feel free to bring guests along or invite friends you know. For guests, there is a small fee of $10 per adult or $5 per student to help cover the dinner (very delicious, homemade and sustainably managed).. . Register at metmc-ecotourism.eventbrite.com
19728855	Singapore-Sustainability-Meet-Up	37	0	250125900	Getting Around The Circular Economy 	past	2018-04-25 14:00:57	2018-05-16 18:30:00	0	10	10	0	NTUC Centre (Room 901, Level 9)	One, Marina Boulevard	Singapore 018989	Singapore	Linear economy is take, make and dispose. Circular Economy means using natural resources carefully with the future in mind. Circular Economy means materials are either reusable or biodegradable. Circular Economy means an economy that is sustainable.. . Join us at Mother Earth Toastmasters Club as we speak about the 'Circular Economy'. If you're up for it, you can even do an impromptu speech to share your ideas on closing the loop.. . Register at www.metmc-circular-economy.eventbrite.com. . Mother Earth Toastmasters Club is a friendly community that strives to develop communication and public speaking skills on issues relating to sustainability, so that we may speak for Mother Earth.. . Please feel free to bring guests along or invite friends you know. For guests, there is a small fee of $10 per adult or $5 per student to help cover the dinner (very delicious, homemade and sustainably managed).
19728855	Singapore-Sustainability-Meet-Up	37	0	249338970	Mother Earth Toastmasters - The Water Cycle	past	2018-04-02 10:56:43	2018-04-18 18:45:00	0	2	2	0	NTUC Centre (Room 901, Level 9)	One, Marina Boulevard	Singapore 018989	Singapore	Water use in Singapore fell sharply in 2017, coinciding with a hike in water prices (Straits Times, Mar 6).. . But does increasing the cost of water really get people to value it? What can we do to ensure clean water for all in Singapore and beyond, for our current and future generations?. . Join us at Mother Earth Toastmasters Club as we speak about the 'Water Cycle'. If you're up for it, you can even do an impromptu speech to quench our thirst for new ideas.. . Mother Earth Toastmasters Club is a friendly community that strives to develop communication and public speaking skills on issues relating to sustainability, so that we may speak for Mother Earth.. . Please feel free to bring guests along or invite friends you know. For guests, there is a small fee of $10 per adult or $5 per student to help cover the dinner (very delicious, homemade and sustainably managed).. . Register at http://metmc-watercycle.eventbrite.com
19728855	Singapore-Sustainability-Meet-Up	37	0	247244585	Love, love me do....	past	2018-01-28 20:34:32	2018-02-21 18:45:00	0	7	7	1	NTUC Centre (Room 901, Level 9)	One, Marina Boulevard	Singapore 018989	Singapore	February is the month when we talk about LOVE - Whether it is loving oneself, loving Mother Earth, or everything else in between.. . Mother Earth Toastmasters Club is a friendly community that strives to develop communication and public speaking skills on issues relating to sustainability, so that we may speak for Mother Earth.. . Drop by on 21 Feb 2018, to hear lovely speeches spoken from their heart. If you're up for it, you can even do an impromptu speech and speak to your heart's content!. . Please feel free to bring guests along or invite friends you know. There is a small fee of $10 per adult or $5 per student to help cover the dinner (very delicious, homemade and sustainably managed).. . Register at metmc-loveme.eventbrite.com
19728855	Singapore-Sustainability-Meet-Up	37	0	245996863	Sustainable New Years Resolutions	past	2017-12-18 04:58:19	2018-01-17 18:30:00	0	8	8	1					As we step into the new year, many of us commit to new year resolutions. But how “sustainable” are they?. . Mother Earth Toastmasters Club is a friendly community that strives to develop communication and public speaking skills on issues relating to sustainability/ planet Earth.. . Drop by on 17 Jan 2018, as speakers share their new year resolutions, and you decide whether they are really sustainable. If you’re up for it, you can even do an impromptu speech to share your sustainable new year resolution!. . Please feel free to bring guests along or invite friends you know. There is a small fee of $10 per adult or $5 per student to help cover the dinner (very delicious, homemade and sustainably managed).. . Register at: metmc-sustainable-resolutions.eventbrite.com
19728855	Singapore-Sustainability-Meet-Up	37	0	245981413	Sustainable New Years Resolutions	past	2017-12-17 12:07:24	2017-12-17 18:30:00	0	1	1	0	NTUC Centre (Room 901, Level 9)	One, Marina Boulevard	Singapore 018989	Singapore	As we step into the new year, many of us commit to new year resolutions. But how “sustainable” are they?. . Mother Earth Toastmasters Club is a friendly community that strives to develop communication and public speaking skills on issues relating to sustainability/ planet Earth.. . Drop by on 17 Jan 2018, as speakers share their new year resolutions, and you decide whether they are really sustainable. If you’re up for it, you can even do an impromptu speech to share your sustainable new year resolution!. . Please feel free to bring guests along or invite friends you know. There is a small fee of $10 per adult or $5 per student to help cover the dinner (very delicious, homemade and sustainably managed).. . Register at: metmc-sustainable-resolutions.eventbrite.com
19728855	Singapore-Sustainability-Meet-Up	37	0	245305998	Mother Earth Toastmasters:  For Our Children. 	past	2017-11-22 18:58:39	2017-12-13 18:30:00	0	1	1	0	NTUC Centre (Room 901, Level 9)	One, Marina Boulevard	Singapore 018989	Singapore	The Native Americans have a saying: 'We do not inherit the land from our ancestors, we borrow it from our children.'. . Drop by Mother Earth Toastmasters Club on 13 Dec 2017, to experience how we refine our public speaking skills in a casual and friendly environment, as we speak on the theme 'for our children'. Please feel free to bring guests along or invite friends you know. There is a small fee of $10 per adult or $5 per student to help cover the dinner (very delicious, homemade and sustainably managed). Register at http://metmc-for-our-children.eventbrite.com/
19728855	Singapore-Sustainability-Meet-Up	37	0	244362653	Thank You Mother Earth	past	2017-10-20 09:01:11	2017-11-15 18:45:00	0	4	4	0	NTUC Centre (Room 901, Level 9)	One, Marina Boulevard	Singapore 018989	Singapore	Thank you.. . When you receive thanks, it is a recognition that you have value. When you give thanks, it is a reminder that you are loved. Two words that mean so much but spoken too rarely.. . Join us at Mother Earth Toastmasters Club on 15 Nov 2017, as we say thank you to Mother Earth and her inhabitants. If you're up for it, you can even do an impromptu speech to show your appreciation.. . Please feel free to bring guests along or invite friends you know. There is a small fee of $10 per adult or $5 per student to help cover the dinner (very delicious, homemade and sustainably managed).
19728855	Singapore-Sustainability-Meet-Up	37	0	243840052	Angry Planet - Mother Earth Toastmasters 	past	2017-10-02 08:43:26	2017-10-11 18:30:00	0	5	5	1	NTUC Centre (Room 901, Level 9)	One, Marina Boulevard	Singapore 018989	Singapore	Mother Earth is wrecking more damage than an angry bird. In August, Hurricane Harvey dumped more rain onto the United States than any other storm in its history. 36 people died, including a 77-year old mum who died from a flesh-eating bacteria infection. Join us at Mother Earth Toastmasters Club on 11 Oct 2017, as we come to talk about the awful events around the planet. If you're up for it, you can even do an impromptu speech to vocalise your feelings.. . Please feel free to bring guests along or invite friends you know. There is a small fee of $10 per adult or $5 per student to help cover the dinner (very delicious, homemade and sustainably managed).
19728855	Singapore-Sustainability-Meet-Up	37	0	243006433	Happy Planet	past	2017-09-01 12:09:47	2017-09-20 18:45:00	0	2	2	1	NTUC Centre (Room 901, Level 9)	One, Marina Boulevard	Singapore 018989	Singapore	Join us at Mother Earth Toastmasters Club on 20 Sep 2017, as we inject humour into what is normally a gloomy topic of saving the planet. Observe and learn from different speakers on how they use humour. And if you're up for it, grab the chance to take the floor and tickle our funny bones! Register at www.metmc-happyplanet.eventbrite.com
19728855	Singapore-Sustainability-Meet-Up	37	0	241366778	Living Energy-lite	past	2017-07-07 00:51:13	2017-07-12 18:30:00	0	2	2	1					Come join, participate in and listen to speeches and discussions on living an energy lite lifestyle more in line with sustainable living practices.. . It starts with each of us, so be the change you want to see and come join Mother Earth Toastmasters Club for an evening of learning, fun and good food. All are welcome - We hope to see you!. . https://www.facebook.com/groups/motherearthtmc/permalink/1455288691181439/. . A small donation is appreciated from non-members to help fund the fantastic food!
19728855	Singapore-Sustainability-Meet-Up	37	0	240881475	Learn about Green Shopping!	past	2017-06-18 16:23:05	2017-06-21 18:30:00	0	1	1	0	NTUC Centre (Room 903, Level 9)	One Marina Boulevard	Singapore	Singapore	Note: This is a Mother Earth Toastmasters Event. . Shopping is almost a national pastime here in Singapore but it is also one of the top 3 activities contributing most to our high carbon footprint. Join us for an enriching evening learning more about how we can go green while shopping.
19728855	Singapore-Sustainability-Meet-Up	37	0	240130348	A discussion on the relationship of sustainability and money	past	2017-05-20 12:12:26	2017-05-24 18:30:00	0	5	5	1	NTUC Centre (Room 901, Level 9)	One, Marina Boulevard	Singapore 018989	Singapore	https://www.facebook.com/events/631483197047701/?acontext=%7B%22ref%22%3A%224%22%2C%22feed_story_type%22%3A%22370%22%2C%22action_history%22%3A%22null%22%7D. . Join us at Mother Earth Toastmasters for a discussion and sharing about the relationship between money and sustainability - it's influences, impacts and alternatives. What direction are we headed with our current monetary system and what does the future look like in this or other systems.. . Listen or join in on the discussion - even have the opportunity to take the stage yourself to share your perspective!. . Good food (homemade, healthy and sustainable foods) and good people (homemade, healthy and sustainable people)!. . See more details at the above link and join the Mother Earth FB Group page for more information.. . Hope to see you there!
19728855	Singapore-Sustainability-Meet-Up	37	0	238335896	Mother Earth Toastmasters Club Meeting - WATER	past	2017-03-11 13:29:42	2017-03-24 18:45:00	0	7	7	0	NTUC Centre (Room 901, Level 9)	One, Marina Boulevard	Singapore 018989	Singapore	This event is being hosted by Mother Earth Toastmasters Club - an organisation founded to build skills and interests in environmental and well-being advocacy.. . Please feel free to join the event and discussion. There is a small fee to cover the outstanding homemade food costs. It is being held at a great location in Raffles Place area (NTUC Centre @ One Marina Boulevard). . From Mother Earth TMC:. . All life on earth depends on less than 1% of the water on our planet. Everyone understands how precious water is but yet so few are prepared to pay more or to make changes in their lifestyles to conserve this crucial resource. Come join us for our next meeting as we explore the fascinating topic of water and sustainability.
19728855	Singapore-Sustainability-Meet-Up	37	0	237421118	A discussion on Politics and Sustainability	past	2017-02-03 13:03:31	2017-02-17 18:30:00	0	6	6	0	NTUC Centre (Room 901, Level 9)	One, Marina Boulevard	Singapore 018989	Singapore	Please register at:. . https://www.eventbrite.com/e/politics-and-sustainability-mother-earth-tm-meeting-13-tickets-31571951557. . Trump vs. Merkel vs. Putin vs. Xi vs. Trudeau vs. May vs. Duterte vs. Lee. . The ability to collectively or separately address the global challenges of sustainability requires government to be rational, responsible and insightful in representing its people. It also requires governments of different nation states to work together collaboratively. Yet at this juncture of our existence, when we collectively are more aware of the consequences of the choices we have in front of us, we see a rise in less collaborative, more protective and nationalistic governments.. . Come join us to discuss what this means individually and collectively. Contribute your thoughts and learn about some of what has transpired around the world and how possibly we can build from these experiences to create a humanity that is both capable and worthy of its own existence.. . We will experience prepared speeches by members of Mother Earth Toastmasters, as well as learn from guest speakers and even engage in facilitated group discussions, where you can engage and contribute meaningfully.. . This is an opportunity to understand the interplay between politics and sustainability, and the implications of current events around the world. Please don't miss out on this collective learning experience.. . Please feel free to bring guests along or invite friends you know. There is a small fee of $12 per guest to help cover our (very delicious, homemade and sustainably managed) food costs.. . For the younger crowd (30 and under) fees are only $6 per person. Please register at above link as well as here on MeetUp.
19728855	Singapore-Sustainability-Meet-Up	37	0	236811590	Education and Sustainability	past	2017-01-10 13:56:39	2017-01-20 18:30:00	0	7	7	1	NTUC Centre (Room 903, Level 9)	One Marina Boulevard	Singapore	Singapore	Obtaining a quality education is the foundation to improving people’s lives and sustainable development.. . Since 2000, the total enrolment rate of primary education in developing regions increased from 83% to 91% in 2015. Despite the progress, 57 million of the children still remain out of school due to high levels of poverty, armed conflicts and other emergencies. How can we bridge this gap?. . On the other hand, in the developed countries, we have the privilege of completing not only primary education, but also secondary, tertiary and beyond. However, it seems that the education system is far from perfect, as suggested by the many problems that our society is struggling with. What should we do about it?. . We look forward to have a meaningful discussion with you in our next meeting! Please register here if you are planning to join us. For any enquiries, find us on our website, Facebook group or email us at [masked]. https://www.eventbrite.com/e/mother-earth-toastmasters-chapter-meeting-12-education-tickets-30983406202
19728855	Singapore-Sustainability-Meet-Up	37	0	235393072	Learn about 'Sustainable Food'!	past	2016-11-06 22:31:57	2016-11-16 18:30:00	0	5	5	0	Young NTUC, Level 9, Room 902	One Marina Boulevard	Singapore	Singapore	Join us at Mother Earth Toastmasters (affiliated with Sustainable Asia MeetUp), for a discussion that applies to all of us every single day. Our food choices across well-being and environmental sustainability.. . 3 out of 10 people in Singapore have diabetes by the age of 40 according to official data. While this dietary degenerative disease reached a catastrophic scale, our planet’s health was affected too by the way we think, produce and consume our food.. . 1 in 3 Singaporeans die of cancer. What we consume, and how it was produced, plays a big part of that.. . It's well-known how much agriculture and the meet industry contribute to our greenhouse gas emissions - about 35%.. . What should we change to lead to healthier people on a healthier planet?. . Come and have a meaningful discussion with us about Food and Sustainability - included will be discussions around local food made in Singapore that we can support, as well as healthy food made by our talented club chef and all around Romanian guru, Lili.. . Please register via. . https://metmc11.eventbrite.com/. . Room 902, Ntuc building, 1 Marina Boulevard. . 16 November 2016, 6:30pm. . Refreshments available. . $12 applied for guests.
19728855	Singapore-Sustainability-Meet-Up	37	0	234770143	Explore what 'Sustainable Business' is and means for our future.	past	2016-10-11 11:51:06	2016-10-19 18:30:00	0	4	4	1	Young NTUC, Level 9, Room 902	One Marina Boulevard	Singapore	Singapore	Most corporations have been concentrating on a single mission: Maximizing profits for shareholders. They compete to be the most successful companies using profits and market share as the measurement.. . Is it possible that one day all companies will compete not only to be the best in the world but the best for the world? Is it possible that corporations strive to be a force for good in society, and the shareholders still get a good return?. . Some suggest that governments, social service and charitable organizations lack the capabilities and resources to solve the world problems. Businesses must take on the social and environmental problems.. . How do we achieve that? What are our roles as business owners, investors, employees, consumers, community members and/or civil servants?. . We look forward to having a meaningful discussion with you in our next meeting!. . Date: 19 Oct (Wed) 6.30pm - 10pm. . Venue: Room 902, NTUC Building, 1 Marina Boulevard. . Register at:. . http://metmc10.eventbrite.com/ (http://l.facebook.com/l.php?u=http%3A%2F%2Fmetmc10.eventbrite.com%2F&h=8AQHUWX_f&enc=AZNQCWJoJpN51wWNd52GJJoTZ0aCEPckUEQnkSW5MFMvW40nhVnXm2tU9T0hbqSr1Rk&s=1). . and see our FB Event at https://www.facebook.com/events/224551587959773/. . as well as our website: http://www.motherearthtm.org/. . Engage in small group discussions and impromptu speaking, and listen to developing speakers express their prepared thoughts on the issues and actions that we can take moving forward.. . The event is free for members and appointment holders. $12 is applied for guests. This supports us in our venue and refreshment arrangement.. . Please register to indicate your attendance so that adequate amount of food can be prepared.
19728855	Singapore-Sustainability-Meet-Up	37	0	233994818	Collectively explore 'Minimalism' through speeches and group discussions	past	2016-09-09 20:51:20	2016-09-21 18:30:00	0	6	6	0	Young NTUC, Level 9, Room 902	One Marina Boulevard	Singapore	Singapore	In our 9th Meeting of the Mother Earth Toastmasters, we will be sharing and exploring our thoughts and experiences around Minimalism; the Why, How and What of living in a more simple, peaceful, environmentally, mentally, physically and spiritually restorative way.. . Join us to listen to prepared speeches by progressing speakers, engage in group discussions and even speak in impromptu fashion about what you believe minimalism to be, mean and how to help others benefit.. . This month's gathering will be held on Wednesday, 21 September 2016, at 6:30pm to 9:30pm, at the NTUC Centre, One Marina Boulevard, Room 902.. . Please sign up via the EventBrite link here:. . https://www.eventbrite.com/e/mother-earth-toastmasters-club-chapter-meeting-9-minimalism-tickets-27576296445. . And feel free to join our FB Group Page to engage in discussion online!. . https://www.facebook.com/groups/motherearthtmc/
